type	conf	expFolder	map	expNumber	targetFound	exploredArea	takeoffsCount	actionsTotal	actionsCount	actionSequence
emulation	conf7.1	Exp-22-09-05T11-18-35	map-16A	0	1	82.32	2	33	[1, 2, 24, 6, 0]	[3, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 0, 2, 2, 3, 2, 1, 2]
emulation	conf7.1	Exp-22-09-05T11-18-35	map-16AD	0	1	66.67	2	34	[0, 4, 23, 6, 1]	[2, 2, 3, 1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 1, 1]
emulation	conf7.1	Exp-22-09-05T11-18-35	map-16B	0	0	54.88	1	34	[1, 0, 25, 6, 2]	[2, 4, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 0, 2, 3, 2, 2]
emulation	conf7.1	Exp-22-09-05T11-18-35	map-16BD	0	0	44.87	1	34	[1, 0, 19, 13, 1]	[2, 3, 3, 2, 4, 3, 2, 3, 3, 0, 2, 3, 2, 2, 3, 2, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16A	0	0	31.71	1	35	[1, 0, 25, 9, 0]	[2, 3, 3, 2, 2, 2, 3, 2, 2, 2, 2, 3, 0, 2, 3, 2, 2, 3, 3, 3, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16A	1	1	59.15	3	35	[1, 2, 25, 7, 0]	[2, 3, 2, 2, 2, 2, 3, 2, 2, 1, 3, 1, 2, 2, 2, 2, 0, 2, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16A	2	1	79.27	3	33	[0, 1, 22, 9, 1]	[2, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 2, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16A	3	1	100.0	1	34	[0, 1, 24, 9, 0]	[3, 3, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16A	4	1	68.9	3	33	[1, 2, 21, 8, 1]	[2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 0, 1, 3, 3, 3, 2, 2, 4, 2, 3, 2, 2, 1, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16A	5	0	0.0	0	34	[2, 1, 29, 2, 0]	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 3, 0, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16AD	0	1	62.18	1	33	[3, 0, 22, 8, 0]	[2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 0, 3, 2, 2, 2, 3, 3, 3, 0, 3, 2, 2, 2, 0]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16AD	1	1	81.41	2	34	[1, 2, 25, 6, 0]	[2, 2, 2, 2, 2, 3, 1, 0, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16AD	2	1	100.0	1	29	[0, 0, 24, 4, 1]	[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 4, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16AD	3	1	69.87	2	34	[0, 3, 23, 8, 0]	[2, 1, 3, 3, 2, 1, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 1, 3, 2, 2, 3, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16AD	4	1	52.56	1	32	[2, 2, 23, 3, 2]	[3, 2, 0, 2, 3, 0, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 1, 2, 2, 2, 2, 3, 2, 2, 4]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16AD	5	1	70.51	2	34	[0, 1, 24, 8, 1]	[2, 2, 2, 4, 2, 3, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 1, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16B	0	0	51.22	2	34	[2, 0, 25, 7, 0]	[3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 0, 2, 2, 2, 0, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16B	1	0	68.29	2	34	[1, 1, 21, 11, 0]	[2, 3, 3, 3, 2, 3, 2, 3, 2, 2, 2, 2, 3, 0, 2, 3, 2, 3, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 1, 2, 3, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16B	2	1	95.73	1	33	[0, 2, 24, 6, 1]	[3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 3, 2, 2, 2, 3, 2, 2, 4, 3, 2, 2, 2, 2, 1, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16B	3	0	61.59	4	34	[4, 0, 22, 8, 0]	[2, 3, 2, 3, 3, 2, 2, 2, 0, 3, 2, 2, 2, 0, 2, 2, 2, 3, 2, 2, 3, 2, 0, 3, 2, 2, 0, 2, 2, 2, 2, 3, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16B	4	0	66.46	1	34	[1, 2, 25, 6, 0]	[2, 2, 3, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 3, 3]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16B	5	0	57.32	0	34	[1, 1, 27, 5, 0]	[3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16BD	0	1	100.0	1	33	[1, 0, 28, 3, 1]	[2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 0, 2, 4, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16BD	1	0	72.44	1	34	[1, 1, 22, 9, 1]	[2, 2, 3, 2, 2, 3, 3, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 3, 2, 2, 4, 2, 2, 3, 0, 2, 2, 2, 2, 1, 3]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16BD	2	0	74.36	1	34	[1, 2, 26, 5, 0]	[2, 0, 2, 1, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16BD	3	0	62.18	1	34	[1, 2, 27, 3, 1]	[2, 2, 2, 2, 2, 3, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 3, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16BD	4	0	76.92	1	34	[1, 2, 22, 8, 1]	[2, 1, 2, 0, 2, 2, 2, 4, 2, 2, 3, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 1, 3, 3, 2, 3, 2, 2]
emulation	conf7.1	Exp-22-09-05T13-21-58	map-16BD	5	0	78.21	4	34	[4, 2, 22, 5, 1]	[2, 2, 2, 2, 2, 2, 1, 2, 1, 3, 0, 3, 2, 0, 2, 2, 2, 3, 0, 0, 2, 2, 2, 4, 2, 2, 2, 2, 3, 2, 2, 2, 3, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	0	1	48.17	3	33	[1, 2, 18, 9, 3]	[3, 2, 2, 2, 4, 3, 2, 2, 3, 1, 2, 2, 3, 3, 2, 3, 3, 2, 4, 2, 0, 3, 2, 2, 2, 2, 1, 2, 2, 4, 2, 2, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	1	1	62.8	4	34	[3, 0, 18, 12, 1]	[0, 3, 4, 2, 3, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 0, 2, 2, 2, 2, 3, 2, 2, 3, 3, 3, 3, 0, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	2	1	52.44	7	34	[3, 2, 18, 8, 3]	[2, 2, 3, 0, 2, 2, 1, 2, 3, 2, 2, 4, 0, 3, 0, 2, 3, 2, 4, 2, 1, 2, 2, 2, 3, 3, 2, 2, 4, 3, 3, 2, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	3	1	56.71	4	34	[2, 1, 22, 7, 2]	[2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 4, 2, 2, 2, 3, 3, 4, 3, 2, 2, 3, 2, 2, 2, 3, 2, 2, 0, 2, 2, 2, 0, 2, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	4	1	41.46	3	34	[1, 3, 20, 8, 2]	[2, 4, 2, 2, 2, 2, 2, 0, 1, 2, 2, 1, 4, 3, 2, 3, 2, 2, 2, 1, 3, 3, 2, 2, 3, 3, 2, 3, 2, 2, 3, 2, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	5	1	46.95	5	34	[3, 3, 19, 6, 3]	[2, 2, 4, 3, 2, 2, 2, 0, 4, 3, 3, 3, 2, 2, 2, 1, 2, 4, 2, 3, 0, 2, 2, 1, 3, 2, 1, 2, 2, 2, 2, 2, 0, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	6	1	59.15	4	34	[3, 3, 24, 2, 2]	[2, 2, 2, 2, 3, 2, 4, 2, 2, 2, 2, 2, 0, 2, 1, 2, 2, 2, 2, 2, 0, 0, 2, 2, 2, 2, 2, 1, 3, 2, 1, 2, 2, 4]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	7	1	54.27	3	34	[1, 3, 19, 9, 2]	[2, 2, 2, 4, 3, 4, 2, 2, 3, 1, 2, 3, 2, 3, 2, 2, 1, 0, 3, 3, 2, 2, 2, 2, 3, 1, 2, 2, 2, 3, 2, 2, 3, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	8	1	38.41	4	34	[3, 2, 16, 12, 1]	[2, 2, 3, 2, 2, 2, 3, 3, 3, 0, 3, 2, 2, 2, 0, 2, 3, 2, 2, 0, 2, 2, 2, 2, 3, 1, 3, 3, 3, 3, 2, 3, 4, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	9	0	43.9	6	34	[3, 3, 19, 6, 3]	[2, 2, 3, 2, 3, 1, 3, 2, 2, 2, 0, 2, 3, 2, 2, 4, 2, 1, 2, 3, 2, 3, 2, 0, 1, 2, 4, 4, 2, 2, 2, 0, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	10	0	29.27	3	32	[5, 3, 15, 7, 2]	[4, 2, 1, 0, 0, 2, 0, 2, 3, 3, 2, 2, 3, 1, 2, 3, 2, 3, 0, 2, 4, 2, 2, 1, 2, 2, 3, 2, 2, 2, 0, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16A	11	1	40.24	4	34	[3, 2, 23, 6, 0]	[2, 0, 2, 3, 3, 2, 2, 0, 3, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 0, 2, 3, 2, 1, 2, 2, 2, 2, 2, 2, 2, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	0	0	23.08	1	33	[0, 1, 17, 13, 2]	[3, 2, 2, 4, 3, 3, 3, 3, 2, 2, 2, 2, 4, 3, 2, 3, 3, 2, 2, 2, 2, 1, 2, 2, 3, 2, 2, 2, 3, 3, 3, 2, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	1	0	35.9	3	33	[1, 3, 14, 12, 3]	[1, 3, 3, 2, 3, 4, 3, 1, 1, 3, 4, 2, 3, 2, 2, 3, 2, 0, 3, 2, 3, 2, 2, 3, 2, 2, 2, 4, 2, 3, 2, 2, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	2	1	60.9	5	34	[5, 3, 17, 8, 1]	[3, 3, 0, 2, 4, 0, 1, 2, 2, 2, 0, 3, 3, 2, 3, 0, 0, 2, 2, 2, 3, 2, 2, 3, 3, 1, 2, 2, 2, 2, 2, 2, 1, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	3	1	57.05	4	34	[1, 2, 22, 7, 2]	[3, 2, 2, 2, 2, 1, 2, 3, 4, 2, 2, 4, 2, 2, 2, 2, 0, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3, 3, 2, 3, 3, 2, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	4	1	50.64	3	34	[2, 3, 16, 11, 2]	[2, 2, 3, 2, 2, 2, 3, 3, 0, 2, 2, 4, 3, 2, 2, 3, 2, 2, 3, 3, 3, 0, 1, 3, 4, 2, 1, 2, 3, 2, 1, 3, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	5	1	61.54	4	34	[1, 4, 18, 8, 3]	[2, 3, 2, 4, 1, 1, 2, 2, 2, 2, 2, 3, 3, 0, 1, 2, 3, 4, 3, 3, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 4, 2, 2, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	6	1	28.85	3	33	[3, 4, 14, 9, 3]	[1, 2, 2, 3, 3, 1, 3, 4, 2, 2, 2, 3, 0, 2, 4, 3, 2, 3, 1, 2, 2, 0, 1, 2, 3, 2, 2, 2, 0, 3, 4, 2, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	7	1	100.0	2	33	[1, 1, 23, 8, 0]	[3, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	8	1	55.77	4	34	[3, 3, 21, 6, 1]	[2, 2, 1, 3, 2, 0, 2, 2, 2, 2, 2, 2, 0, 4, 2, 1, 3, 2, 3, 0, 2, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 2, 1, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	9	1	41.67	3	34	[3, 3, 18, 7, 3]	[4, 2, 2, 0, 3, 2, 3, 2, 2, 2, 2, 1, 4, 1, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 2, 0, 3, 3, 2, 2, 4, 3, 0, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	10	1	75.0	6	33	[3, 2, 23, 4, 1]	[2, 2, 3, 2, 2, 2, 2, 2, 4, 2, 2, 0, 3, 3, 2, 2, 2, 0, 2, 3, 2, 2, 2, 1, 2, 2, 2, 2, 2, 0, 2, 2, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16AD	11	1	41.67	5	33	[2, 2, 14, 11, 4]	[4, 2, 3, 4, 2, 0, 3, 4, 3, 0, 3, 1, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 4, 2, 3, 2, 3, 3, 2, 3, 2, 3, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	0	0	35.98	6	34	[6, 3, 15, 7, 3]	[3, 2, 0, 0, 2, 2, 1, 3, 1, 3, 2, 3, 2, 2, 3, 0, 1, 0, 0, 2, 2, 2, 4, 2, 2, 4, 2, 4, 3, 2, 0, 3, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	1	0	64.63	6	34	[4, 2, 20, 4, 4]	[0, 2, 2, 2, 2, 2, 0, 2, 1, 3, 4, 4, 3, 2, 2, 0, 2, 4, 2, 2, 2, 3, 2, 2, 2, 2, 2, 3, 2, 4, 2, 0, 1, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	2	0	56.1	6	34	[6, 3, 18, 7, 0]	[3, 1, 2, 0, 2, 2, 0, 2, 3, 1, 2, 0, 2, 2, 2, 3, 2, 2, 3, 2, 2, 2, 2, 2, 3, 0, 0, 2, 3, 0, 3, 2, 2, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	3	0	44.51	3	34	[3, 3, 13, 13, 2]	[0, 3, 2, 2, 2, 3, 2, 3, 3, 3, 2, 2, 2, 3, 2, 3, 3, 2, 3, 3, 1, 0, 1, 3, 2, 2, 4, 3, 2, 3, 0, 4, 2, 1]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	4	0	41.46	5	34	[7, 2, 19, 5, 1]	[2, 0, 2, 2, 3, 3, 1, 0, 0, 2, 2, 0, 2, 2, 2, 1, 3, 2, 2, 2, 3, 0, 2, 0, 2, 2, 2, 3, 4, 2, 2, 2, 2, 0]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	5	0	54.88	6	34	[2, 1, 18, 8, 5]	[2, 2, 3, 2, 2, 2, 3, 2, 2, 2, 3, 4, 3, 3, 0, 1, 3, 2, 2, 2, 4, 4, 2, 4, 2, 4, 2, 2, 3, 2, 0, 2, 3, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	6	0	64.02	3	34	[2, 3, 23, 4, 2]	[2, 0, 2, 2, 3, 2, 4, 3, 2, 2, 2, 2, 2, 1, 2, 2, 0, 2, 3, 1, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	7	0	52.44	2	35	[2, 1, 22, 7, 3]	[3, 2, 3, 0, 2, 2, 3, 2, 2, 4, 2, 3, 3, 2, 1, 2, 2, 2, 3, 2, 2, 2, 3, 2, 2, 4, 2, 2, 0, 2, 4, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	8	0	28.66	3	35	[4, 1, 22, 8, 0]	[2, 2, 0, 2, 2, 0, 2, 2, 2, 2, 2, 2, 3, 3, 2, 3, 3, 3, 2, 0, 2, 2, 2, 0, 3, 2, 3, 2, 2, 1, 2, 2, 2, 2, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	9	0	61.59	2	34	[2, 2, 17, 11, 2]	[0, 3, 3, 2, 3, 2, 2, 2, 4, 1, 4, 2, 3, 2, 2, 2, 3, 3, 2, 1, 0, 2, 2, 2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	10	0	71.95	1	34	[2, 1, 22, 7, 2]	[2, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 0, 4, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 3, 2, 3, 2, 4, 0, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16B	11	0	22.56	2	35	[2, 2, 22, 7, 2]	[2, 2, 3, 2, 2, 1, 4, 2, 3, 2, 2, 3, 0, 2, 2, 2, 4, 2, 3, 3, 2, 2, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 2, 0, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	0	0	26.92	5	34	[3, 7, 18, 4, 2]	[3, 3, 2, 1, 2, 1, 0, 2, 1, 2, 0, 2, 0, 2, 2, 3, 3, 2, 2, 4, 2, 4, 2, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	1	0	55.77	3	35	[5, 3, 21, 5, 1]	[3, 1, 2, 0, 1, 2, 2, 2, 0, 2, 0, 2, 0, 2, 2, 3, 0, 2, 4, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 1, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	2	0	68.59	4	33	[3, 2, 21, 6, 1]	[2, 0, 2, 3, 0, 2, 2, 2, 0, 1, 3, 2, 3, 2, 2, 2, 3, 1, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	3	0	49.36	3	33	[2, 0, 17, 10, 4]	[4, 2, 3, 2, 2, 3, 2, 2, 2, 3, 2, 3, 2, 2, 0, 3, 0, 3, 2, 2, 3, 3, 4, 2, 2, 2, 4, 2, 3, 2, 2, 4, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	4	0	29.49	3	35	[5, 4, 18, 8, 0]	[2, 2, 2, 2, 1, 0, 2, 3, 2, 3, 2, 1, 2, 2, 2, 3, 3, 2, 3, 1, 2, 0, 3, 3, 2, 2, 2, 0, 2, 2, 3, 1, 0, 0, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	5	0	60.26	3	34	[4, 5, 16, 7, 2]	[0, 3, 2, 1, 0, 0, 1, 1, 2, 2, 1, 2, 3, 2, 3, 3, 2, 2, 3, 1, 2, 4, 4, 2, 2, 2, 2, 3, 0, 2, 2, 2, 3, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	6	0	61.54	3	35	[2, 4, 19, 7, 3]	[2, 2, 3, 3, 4, 2, 2, 2, 2, 2, 2, 3, 2, 3, 3, 3, 1, 2, 2, 2, 1, 3, 4, 2, 0, 2, 2, 2, 2, 4, 0, 1, 1, 2, 2]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	7	0	57.69	1	35	[0, 3, 20, 12, 0]	[2, 2, 3, 2, 3, 3, 2, 2, 1, 3, 2, 2, 1, 3, 3, 2, 2, 2, 2, 3, 2, 2, 2, 3, 3, 1, 2, 2, 2, 2, 3, 2, 2, 3, 3]
emulation	conf7.1	Exp-22-09-06T07-38-11	map-16BD	8	0	44.87	2	33	[3, 1, 19, 8, 2]	[2, 3, 0, 2, 2, 0, 2, 3, 1, 2, 3, 3, 3, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 4, 2, 2, 2, 2, 2, 0, 4, 3]
